student_id,gender,age,parental_education,lunch_type,test_prep_course,attendance_rate,weekly_study_hours,math_score,reading_score,writing_score
STU01963,Female,17,High School,Standard,None,68.8,0.0,83.2,91.1,79.3
STU01964,Male,19,No Diploma,Standard,None,86.7,0.0,78.3,88.7,89.7
STU01965,Female,18,Bachelor's,Standard,Completed,91.1,0.0,73.2,86.4,79.0
STU01966,Female,17,High School,Standard,None,95.9,4.7,94.5,99.9,92.3
STU01967,Male,15,High School,Free/Reduced,None,87.9,0.9,87.1,80.9,80.6
STU01968,Male,19,Some College,Standard,Completed,66.7,0.0,93.8,98.8,92.6
STU01969,Male,17,Master's,Free/Reduced,None,85.2,2.7,100.0,100.0,100.0
STU01970,Male,17,No Diploma,Standard,None,63.9,3.3,73.2,72.6,75.2
STU01971,Male,19,Bachelor's,Free/Reduced,None,94.8,4.8,91.4,88.0,91.5
STU01972,Female,17,Some College,Standard,Completed,92.9,5.0,98.8,95.7,92.6
STU01973,Male,18,Some College,Free/Reduced,None,82.7,5.2,95.1,100.0,
STU01974,Female,16,Bachelor's,Standard,None,82.2,7.0,95.6,100.0,86.5
STU01975,Male,19,Master's,Free/Reduced,None,79.9,4.3,97.1,87.7,94.5
STU01976,Female,15,High School,Free/Reduced,Completed,79.7,6.9,92.4,93.5,91.3
STU01977,Male,17,High School,Standard,None,91.6,4.1,74.7,81.7,74.9
STU01978,Male,16,Master's,Standard,None,76.3,4.0,96.3,86.9,81.0
STU01979,Female,15,Bachelor's,Free/Reduced,None,100.0,3.6,92.7,92.3,85.6
STU01980,Female,15,Some College,Standard,None,82.1,4.9,81.7,96.7,86.6
STU01981,Male,18,Some College,Standard,Completed,94.9,6.6,100.0,100.0,100.0
STU01982,Female,16,Bachelor's,Free/Reduced,None,60.1,6.6,74.3,78.1,80.7
STU01983,Male,19,Bachelor's,Standard,Completed,,6.5,91.1,93.3,86.1
STU01984,Female,16,Master's,Free/Reduced,Completed,91.0,5.8,100.0,100.0,100.0
STU01985,Male,16,Some College,Standard,Completed,83.9,2.1,87.4,88.9,87.2
STU01986,Male,15,High School,Standard,None,80.3,11.9,100.0,100.0,100.0
STU01987,Female,18,Bachelor's,Standard,None,92.7,1.7,95.1,92.1,87.9
STU01988,Female,18,Some College,Standard,None,100.0,5.3,84.3,86.7,75.5
STU01989,Male,16,Some College,Free/Reduced,Completed,66.1,12.5,100.0,100.0,100.0
STU01990,Female,16,Some College,Standard,Completed,92.0,7.2,100.0,100.0,100.0
STU01991,Female,17,High School,Standard,None,74.7,3.2,79.7,84.2,88.0
STU01992,Male,15,Some College,Standard,Completed,90.3,8.0,100.0,100.0,
STU01993,Female,19,Bachelor's,Free/Reduced,Completed,74.6,5.5,92.4,97.1,92.2
STU01994,Male,19,Bachelor's,Standard,Completed,86.4,3.0,98.8,90.3,93.2
STU01995,Female,18,Some College,Standard,Completed,87.4,5.5,97.5,93.9,98.1
STU01996,Female,15,High School,Standard,Completed,71.6,4.1,90.9,,89.1
STU01997,Female,18,Some College,Standard,Completed,74.3,4.5,90.5,87.2,
STU01998,Male,19,Bachelor's,Standard,None,77.7,5.1,100.0,99.1,98.4
STU01999,Male,16,Some College,Standard,Completed,60.5,6.7,84.1,87.1,83.7
STU02000,Male,15,Bachelor's,Free/Reduced,None,85.4,7.3,100.0,100.0,100.0
STU02001,Male,15,Some College,Free/Reduced,None,97.7,3.2,100.0,99.9,100.0
STU02002,Male,17,High School,Free/Reduced,Completed,64.9,5.9,85.4,93.7,90.5
STU02003,Female,16,Bachelor's,Standard,Completed,87.9,4.3,99.4,98.7,96.7
STU02004,Male,16,No Diploma,Standard,Completed,84.1,6.9,100.0,100.0,100.0
STU02005,Male,18,Some College,Standard,None,71.7,2.4,83.0,87.6,87.0
STU02006,Female,15,High School,Free/Reduced,None,100.0,4.9,84.6,84.5,77.7
STU02007,Male,18,No Diploma,Standard,None,93.8,0.4,75.1,87.9,87.4
STU02008,Female,16,Some College,Free/Reduced,None,94.9,6.8,95.1,94.7,94.0
STU02009,Male,17,Some College,Standard,Completed,80.5,9.5,100.0,100.0,95.9
STU02010,Female,15,Bachelor's,Free/Reduced,None,61.9,8.9,95.3,95.4,99.6
STU02011,Male,16,Bachelor's,Free/Reduced,None,82.1,7.1,84.5,87.9,87.0
STU02012,Male,17,Bachelor's,Standard,None,78.5,6.4,82.2,86.6,90.4
STU02013,Female,19,Some College,Free/Reduced,Completed,92.3,10.2,95.5,100.0,97.4
STU02014,Male,16,Bachelor's,Free/Reduced,None,72.9,3.6,89.1,89.1,100.0
STU02015,Female,19,Some College,Free/Reduced,Completed,96.0,4.4,93.2,,97.5
STU02016,Male,18,Some College,Free/Reduced,None,72.5,8.5,100.0,98.6,100.0
STU02017,Male,19,Some College,Standard,None,88.5,4.7,92.9,100.0,100.0
STU02018,Female,16,Master's,Free/Reduced,Completed,71.0,2.7,87.0,92.1,75.0
STU02019,Male,19,High School,Free/Reduced,None,79.5,1.2,72.5,,78.2
STU02020,Female,15,Master's,Standard,None,64.0,2.9,89.4,90.3,93.3
STU02021,Female,16,No Diploma,Standard,Completed,80.9,9.4,96.5,97.4,89.4
STU02022,Female,17,High School,Standard,Completed,67.9,4.7,79.3,81.6,82.8
STU02023,Female,19,High School,Standard,Completed,86.7,3.1,,92.1,90.0
STU02024,Male,15,Bachelor's,Free/Reduced,Completed,88.4,4.8,94.2,100.0,100.0
STU02025,Male,18,High School,Standard,None,79.9,5.8,77.4,72.2,77.6
STU02026,Male,18,Master's,Standard,None,72.2,0.4,90.8,85.8,83.9
STU02027,Female,19,Bachelor's,Standard,None,84.9,2.8,73.9,79.4,80.4
STU02028,Female,18,Bachelor's,Standard,Completed,91.4,1.3,97.5,86.7,87.5
STU02029,Male,17,Some College,Standard,Completed,,8.7,95.7,100.0,100.0
STU02030,Female,16,Master's,Standard,None,74.8,4.7,87.9,92.0,92.7
STU02031,Male,15,Bachelor's,Standard,None,64.9,4.6,87.7,,74.9
STU02032,Female,19,Some College,Free/Reduced,None,82.6,4.5,79.4,79.0,85.4
STU02033,Male,18,Bachelor's,Standard,Completed,92.7,2.2,100.0,100.0,100.0
STU02034,Female,16,Some College,Standard,None,97.2,6.3,85.5,98.4,
STU02035,Female,17,Some College,Standard,Completed,82.8,9.6,93.2,99.1,91.5
STU02036,Male,18,High School,Standard,Completed,63.2,3.5,72.7,75.4,73.3
STU02037,Male,18,Some College,Standard,Completed,74.4,7.2,91.8,92.6,94.3
STU02038,Male,15,No Diploma,Standard,None,94.0,4.7,78.4,92.0,93.4
STU02039,Male,17,Some College,Standard,Completed,89.9,3.1,93.5,94.7,90.3
STU02040,Male,17,Bachelor's,Standard,Completed,67.6,7.3,99.5,100.0,98.1
STU02041,Female,19,Master's,Standard,None,100.0,0.9,83.8,90.1,85.1
STU02042,Female,15,Master's,Free/Reduced,None,67.0,1.4,95.6,94.4,97.9
STU02043,Female,19,Some College,Standard,Completed,75.3,9.4,100.0,100.0,100.0
STU02044,Male,15,Bachelor's,Free/Reduced,Completed,86.0,4.0,77.6,80.6,83.4
STU02045,Female,17,High School,Free/Reduced,None,79.0,8.0,87.4,93.2,94.5
STU02046,Female,15,Bachelor's,Free/Reduced,None,76.1,4.7,88.2,97.7,95.3
STU02047,Male,15,No Diploma,Standard,None,80.2,0.0,56.5,75.8,75.1
STU02048,Female,15,High School,Free/Reduced,Completed,92.3,6.7,98.7,,94.9
STU02049,Female,16,Bachelor's,Standard,Completed,100.0,5.9,100.0,100.0,100.0
STU02050,Male,16,High School,Standard,None,83.6,3.1,88.5,91.1,87.5
STU02051,Male,17,No Diploma,Standard,None,72.5,7.7,95.2,99.2,87.7
STU02052,Female,15,Bachelor's,Free/Reduced,Completed,81.3,7.3,87.7,95.1,90.8
STU02053,Male,17,High School,Standard,Completed,100.0,3.1,100.0,100.0,100.0
STU02054,Female,16,No Diploma,Free/Reduced,Completed,89.7,7.7,95.2,97.8,89.5
STU02055,Female,15,No Diploma,Standard,Completed,96.1,5.5,99.8,97.8,97.1
STU02056,Female,19,High School,Free/Reduced,None,90.0,5.2,100.0,95.0,99.8
STU02057,Male,16,High School,Free/Reduced,Completed,91.3,3.2,92.7,85.6,87.5
STU02058,Male,16,Bachelor's,Free/Reduced,None,80.6,2.7,86.9,72.7,80.5
STU02059,Female,16,High School,Standard,Completed,97.3,8.5,100.0,100.0,100.0
STU02060,Female,15,Bachelor's,Free/Reduced,None,46.0,6.0,75.8,86.8,73.3
STU02061,Male,18,High School,Free/Reduced,Completed,86.8,7.4,85.6,91.0,93.6
STU02062,Female,19,Some College,Standard,Completed,,3.8,97.0,100.0,98.3
STU02063,Female,19,Bachelor's,Standard,None,69.6,6.3,82.6,86.9,80.5
STU02064,Male,17,Bachelor's,Free/Reduced,None,84.1,4.1,67.3,77.5,83.4
STU02065,Male,15,Bachelor's,Standard,None,87.1,6.7,98.4,,100.0
STU02066,Female,16,Master's,Free/Reduced,Completed,,1.5,72.2,71.1,72.9
STU02067,Male,18,High School,Standard,Completed,84.4,1.5,79.9,88.8,82.4
STU02068,Male,15,Some College,Standard,Completed,95.6,2.2,94.1,97.1,88.5
STU02069,Male,15,Master's,Standard,None,100.0,5.0,94.3,97.7,100.0
STU02070,Male,18,No Diploma,Standard,None,87.5,0.0,100.0,100.0,98.2
STU02071,Female,16,No Diploma,Standard,None,79.0,6.2,97.0,100.0,100.0
STU02072,Female,15,High School,Free/Reduced,None,91.7,6.5,96.1,97.9,96.2
STU02073,Male,19,Bachelor's,Standard,Completed,70.0,0.6,88.7,85.3,89.4
STU02074,Female,19,High School,Free/Reduced,Completed,89.6,4.0,98.6,97.6,98.9
STU02075,Female,18,High School,Free/Reduced,None,79.6,9.6,100.0,99.2,92.2
STU02076,Female,16,Some College,Standard,Completed,94.3,3.9,97.0,92.3,100.0
STU02077,Male,18,Bachelor's,Standard,None,74.4,2.5,82.3,82.5,83.6
STU02078,Male,15,High School,Standard,None,100.0,4.1,91.4,88.9,
STU02079,Female,19,High School,Standard,None,94.7,7.9,100.0,100.0,100.0
STU02080,Female,17,Bachelor's,Standard,None,84.6,2.1,74.8,79.6,84.6
STU02081,Male,18,Master's,Standard,Completed,83.6,6.4,100.0,100.0,100.0
STU02082,Male,17,Bachelor's,Free/Reduced,None,100.0,6.1,98.2,98.2,100.0
STU02083,Male,17,Bachelor's,Standard,None,100.0,5.0,100.0,99.0,100.0
STU02084,Female,19,Some College,Standard,Completed,76.1,4.1,100.0,91.3,86.0
STU02085,Female,18,High School,Free/Reduced,Completed,76.6,7.3,84.4,88.5,80.8
STU02086,Female,17,Some College,Free/Reduced,Completed,95.9,2.2,93.9,88.3,95.6
STU02087,Male,15,Bachelor's,Free/Reduced,None,52.0,6.0,,,89.9
STU02088,Female,16,Some College,Free/Reduced,None,49.6,1.1,81.2,90.6,82.5
STU02089,Female,16,Bachelor's,Standard,None,71.3,7.4,95.0,96.4,96.3
STU02090,Male,19,Master's,Free/Reduced,None,84.2,6.9,93.7,99.6,95.4
STU02091,Female,18,No Diploma,Free/Reduced,Completed,67.2,4.0,89.3,85.5,86.4
STU02092,Female,18,No Diploma,Standard,None,65.5,4.4,76.1,76.6,77.1
STU02093,Male,16,High School,Standard,None,74.8,6.2,86.8,85.9,89.0
STU02094,Female,15,Some College,Standard,Completed,,1.6,97.9,94.4,93.4
STU02095,Male,16,High School,Standard,Completed,75.9,4.3,83.5,88.9,85.2
STU02096,Female,16,Bachelor's,Standard,None,93.9,5.0,100.0,88.4,87.8
STU02097,Female,18,No Diploma,Standard,None,81.9,0.7,71.6,77.1,70.9
STU02098,Female,17,High School,Standard,None,99.2,7.2,100.0,100.0,93.8
STU02099,Female,15,High School,Standard,None,77.8,10.2,100.0,100.0,100.0
STU02100,Male,18,Master's,Standard,None,85.7,11.0,87.6,94.8,87.9
STU02101,Female,16,Bachelor's,Free/Reduced,None,83.3,0.1,76.8,73.2,82.1
STU02102,Female,17,Master's,Standard,None,79.0,7.9,100.0,100.0,100.0
STU02103,Male,15,Master's,Standard,None,90.3,3.4,98.5,100.0,100.0
STU02104,Female,19,Some College,Standard,None,89.0,4.7,88.2,90.8,95.6
STU02105,Female,15,High School,Standard,Completed,83.5,2.5,77.0,74.9,82.4
STU02106,Male,15,High School,Standard,None,57.7,6.5,83.8,91.5,98.3
STU02107,Female,16,High School,Standard,Completed,66.6,0.0,71.1,81.0,76.2
STU02108,Female,16,Bachelor's,Free/Reduced,None,69.6,2.0,76.1,85.6,80.0
STU02109,Male,19,No Diploma,Standard,Completed,83.6,0.0,97.5,100.0,100.0
STU02110,Female,19,No Diploma,Standard,None,80.3,3.6,75.7,79.0,77.5
STU02111,Male,19,Bachelor's,Standard,None,71.8,4.2,91.2,100.0,91.7
STU02112,Male,18,Bachelor's,Standard,Completed,70.9,1.1,83.5,79.8,88.6
STU02113,Male,18,Bachelor's,Free/Reduced,Completed,89.0,6.3,100.0,100.0,100.0
STU02114,Female,16,Some College,Standard,Completed,72.0,6.1,78.9,93.7,92.2
STU02115,Female,16,Bachelor's,Free/Reduced,Completed,51.1,7.2,84.7,82.3,88.7
STU02116,Male,19,Some College,Standard,None,82.6,8.5,100.0,100.0,100.0
STU02117,Male,18,High School,Free/Reduced,None,74.2,4.3,64.2,60.0,66.8
STU02118,Female,17,Bachelor's,Free/Reduced,None,89.8,5.6,89.5,87.2,89.0
STU02119,Male,18,Master's,Free/Reduced,None,71.7,2.4,84.3,78.9,70.7
STU02120,Female,16,No Diploma,Free/Reduced,Completed,77.9,5.2,82.9,82.9,91.2
STU02121,Female,18,Some College,Standard,None,84.0,5.3,100.0,97.0,98.5
STU02122,Female,16,Some College,Free/Reduced,Completed,54.3,8.8,87.7,100.0,100.0
STU02123,Female,19,High School,Standard,None,73.4,6.3,,86.6,92.4
STU02124,Male,19,Bachelor's,Free/Reduced,None,71.4,6.4,83.9,90.7,87.9
STU02125,Female,19,High School,Standard,None,74.9,4.2,84.2,77.6,80.4
STU02126,Female,17,Bachelor's,Free/Reduced,None,74.4,0.0,55.3,66.2,65.3
STU02127,Female,17,Bachelor's,Free/Reduced,Completed,80.5,5.1,79.1,77.1,85.5
STU02128,Male,16,Some College,Standard,Completed,82.8,3.8,87.3,90.1,89.0
STU02129,Female,15,High School,Free/Reduced,None,88.1,2.2,66.0,64.6,61.5
STU02130,Male,17,High School,Free/Reduced,Completed,86.6,6.9,93.6,92.6,97.1
STU02131,Male,16,No Diploma,Standard,None,94.8,7.5,100.0,100.0,100.0
STU02132,Male,18,High School,Standard,Completed,92.2,2.5,85.6,88.4,
STU02133,Female,19,High School,Standard,None,97.2,5.1,81.1,,
STU02134,Female,19,Bachelor's,Standard,None,95.3,4.7,93.5,95.7,90.2
STU02135,Female,19,Some College,Standard,None,74.3,7.8,100.0,100.0,100.0
STU02136,Female,16,Bachelor's,Standard,None,76.9,6.1,100.0,100.0,100.0
STU02137,Male,19,Some College,Standard,None,77.8,6.8,90.7,84.0,85.3
STU02138,Female,17,Bachelor's,Standard,None,94.7,4.1,100.0,97.2,98.7
STU02139,Male,18,Master's,Standard,None,77.8,6.0,96.7,90.4,89.4
STU02140,Female,19,High School,Free/Reduced,None,90.0,7.2,95.4,100.0,100.0
STU02141,Female,16,Bachelor's,Standard,Completed,58.1,10.8,100.0,100.0,100.0
STU02142,Female,18,Bachelor's,Free/Reduced,Completed,55.6,3.6,61.5,63.8,65.3
STU02143,Female,19,Bachelor's,Standard,Completed,96.4,4.1,85.6,87.9,88.0
STU02144,Male,15,Bachelor's,Standard,None,86.9,3.2,90.4,93.4,91.6
STU02145,Male,19,Some College,Standard,None,95.2,3.9,69.0,72.6,74.1
STU02146,Female,17,High School,Free/Reduced,None,62.6,8.5,87.1,95.2,95.9
STU02147,Male,18,No Diploma,Free/Reduced,None,83.1,2.9,76.0,80.7,84.2
STU02148,Male,17,Some College,Free/Reduced,Completed,,6.0,74.6,72.4,84.7
STU02149,Female,15,Master's,Standard,None,91.8,7.5,100.0,100.0,100.0
STU02150,Female,15,Bachelor's,Free/Reduced,None,81.4,8.0,95.8,100.0,100.0
STU02151,Male,17,High School,Standard,None,79.6,8.6,,100.0,95.7
STU02152,Male,18,Bachelor's,Free/Reduced,None,91.6,6.2,96.3,93.2,93.0
STU02153,Female,15,Bachelor's,Standard,Completed,80.0,5.9,100.0,100.0,98.6
STU02154,Female,15,High School,Standard,Completed,79.6,3.6,74.6,87.2,79.1
STU02155,Male,19,No Diploma,Standard,None,63.7,0.1,68.3,73.6,72.6
STU02156,Male,16,High School,Free/Reduced,None,97.3,3.5,75.8,83.3,76.7
STU02157,Male,15,Bachelor's,Standard,Completed,82.5,5.4,100.0,100.0,100.0
STU02158,Male,18,Bachelor's,Standard,Completed,87.4,7.5,100.0,100.0,100.0
STU02159,Male,18,High School,Standard,Completed,64.8,8.8,86.8,82.4,
STU02160,Female,19,High School,Free/Reduced,None,97.8,5.0,69.3,76.2,77.2
STU02161,Female,18,Bachelor's,Standard,None,83.0,7.8,100.0,100.0,97.8
STU02162,Female,19,Master's,Free/Reduced,None,100.0,5.4,86.6,91.7,88.7
STU02163,Male,15,Bachelor's,Free/Reduced,Completed,93.0,5.5,88.6,94.5,97.7
STU02164,Female,15,Bachelor's,Free/Reduced,Completed,51.6,4.3,76.3,74.2,73.7
STU02165,Male,15,High School,Free/Reduced,None,90.3,3.8,69.1,,80.1
STU02166,Female,15,Some College,Free/Reduced,None,91.9,3.5,94.2,87.8,85.9
STU02167,Female,16,High School,Standard,Completed,88.4,3.6,95.0,96.6,96.6
STU02168,Male,16,Bachelor's,Standard,Completed,83.3,3.3,,93.2,95.5
STU02169,Female,15,Some College,Standard,Completed,78.4,7.1,100.0,100.0,100.0
STU02170,Male,18,Bachelor's,Standard,None,80.4,8.2,100.0,100.0,94.9
STU02171,Female,19,Some College,Standard,None,97.5,3.1,71.6,82.4,66.4
STU02172,Male,17,Bachelor's,Free/Reduced,None,98.4,2.8,91.5,99.0,96.8
STU02173,Male,19,High School,Standard,Completed,78.5,4.5,100.0,100.0,100.0
STU02174,Female,17,Some College,Free/Reduced,Completed,71.3,2.8,84.7,84.1,89.0
STU02175,Male,17,Bachelor's,Standard,None,95.9,2.5,76.1,88.7,86.5
STU02176,Female,15,No Diploma,Standard,None,91.7,4.1,79.7,82.1,78.2
STU02177,Male,17,Master's,Standard,Completed,83.1,5.6,91.3,95.2,94.7
STU02178,Female,15,Some College,Standard,None,69.0,5.6,95.9,96.8,100.0
STU02179,Female,16,Some College,Free/Reduced,None,60.4,4.2,93.5,80.1,81.0
STU02180,Female,18,Bachelor's,Standard,None,89.6,3.7,85.6,94.8,93.3
STU02181,Male,17,Bachelor's,Standard,Completed,73.9,6.5,100.0,96.6,100.0
STU02182,Male,18,Some College,Free/Reduced,Completed,73.6,6.0,85.3,83.4,87.8
STU02183,Male,15,Master's,Standard,None,85.7,5.4,81.2,98.4,92.3
STU02184,Male,17,No Diploma,Standard,None,74.0,3.6,77.1,83.1,80.6
STU02185,Female,19,High School,Standard,None,74.5,8.3,86.5,89.7,
STU02186,Female,16,Some College,Standard,Completed,71.9,1.7,59.4,74.2,84.4
STU02187,Female,16,Some College,Standard,Completed,88.5,3.6,,89.2,88.2
STU02188,Female,17,Some College,Free/Reduced,None,68.7,2.5,64.6,66.9,67.5
STU02189,Female,16,High School,Standard,None,62.3,5.0,87.2,90.6,89.4
STU02190,Female,19,Some College,Standard,None,68.6,3.3,90.1,80.6,85.6
STU02191,Male,18,Bachelor's,Standard,None,97.3,5.2,93.1,92.7,94.7
STU02192,Female,19,Some College,Standard,None,73.0,6.3,80.0,90.9,82.2
STU02193,Female,16,Master's,Free/Reduced,Completed,85.9,8.2,100.0,100.0,100.0
STU02194,Female,18,Bachelor's,Standard,Completed,76.3,5.5,96.1,100.0,100.0
STU02195,Male,19,High School,Free/Reduced,None,77.6,5.5,87.4,83.2,80.1
STU02196,Male,15,High School,Standard,Completed,96.5,6.1,97.3,100.0,100.0
STU02197,Male,15,High School,Free/Reduced,None,81.5,0.0,60.6,65.2,
STU02198,Female,18,Bachelor's,Standard,Completed,100.0,5.1,100.0,100.0,100.0
STU02199,Female,18,No Diploma,Standard,None,,2.2,81.0,76.0,84.4
STU02200,Male,18,High School,Standard,None,99.0,3.4,87.6,86.7,86.0
STU02201,Female,15,Master's,Standard,None,73.8,4.7,97.4,100.0,99.7
STU02202,Male,19,Bachelor's,Standard,None,82.1,7.4,100.0,98.1,100.0
STU02203,Male,18,High School,Standard,None,97.8,0.6,62.8,74.0,75.4
STU02204,Male,15,High School,Free/Reduced,None,89.6,5.6,86.4,81.6,84.3
STU02205,Female,18,Bachelor's,Standard,None,94.0,5.3,100.0,100.0,99.2
STU02206,Female,18,Master's,Standard,Completed,95.0,6.1,99.8,96.5,94.1
STU02207,Male,18,High School,Free/Reduced,None,95.6,10.6,90.4,97.3,95.3
STU02208,Female,15,Some College,Standard,None,68.2,8.9,98.2,100.0,100.0
STU02209,Male,19,Bachelor's,Free/Reduced,Completed,79.4,5.7,81.6,91.9,89.1
STU02210,Female,15,Bachelor's,Standard,Completed,72.3,6.4,85.8,91.6,85.7
STU02211,Female,15,Bachelor's,Standard,None,78.7,4.9,83.3,85.4,89.8
STU02212,Female,18,Some College,Standard,None,82.6,6.9,87.9,95.3,97.4
STU02213,Male,17,Master's,Free/Reduced,Completed,81.3,5.1,100.0,100.0,100.0
STU02214,Female,17,High School,Free/Reduced,None,73.0,6.1,100.0,100.0,
STU02215,Female,17,High School,Free/Reduced,None,64.9,3.3,76.5,77.0,72.8
STU02216,Male,15,Bachelor's,Standard,None,,5.6,83.3,90.4,91.8
STU02217,Female,18,Some College,Free/Reduced,Completed,100.0,8.4,97.7,100.0,93.5
STU02218,Male,17,Bachelor's,Standard,None,94.9,6.4,90.8,89.0,89.7
STU02219,Female,16,No Diploma,Standard,None,,5.3,96.7,98.1,99.0
STU02220,Male,16,Bachelor's,Free/Reduced,None,45.7,0.0,55.0,52.0,41.4
STU02221,Female,16,High School,Standard,Completed,70.2,6.0,95.4,98.2,95.2
STU02222,Female,19,Bachelor's,Standard,None,86.0,4.8,100.0,100.0,100.0
STU02223,Male,18,No Diploma,Standard,Completed,90.2,2.3,80.1,87.2,84.4
STU02224,Male,15,Bachelor's,Free/Reduced,None,76.3,4.8,63.0,65.9,69.7
STU02225,Male,15,Bachelor's,Standard,Completed,86.7,4.8,,100.0,98.2
STU02226,Male,18,Some College,Standard,None,78.9,5.0,89.4,97.7,97.1
STU02227,Male,19,High School,Free/Reduced,None,93.6,6.9,90.0,84.1,87.8
STU02228,Female,18,Some College,Standard,Completed,79.6,4.5,96.1,100.0,100.0
STU02229,Male,19,Bachelor's,Standard,Completed,79.2,4.4,100.0,100.0,100.0
STU02230,Male,17,High School,Standard,Completed,74.0,4.1,79.8,89.1,90.2
STU02231,Female,17,High School,Free/Reduced,Completed,89.1,5.6,100.0,86.1,99.5
STU02232,Male,19,High School,Standard,None,85.0,6.4,95.9,96.1,95.4
STU02233,Female,18,Master's,Standard,None,66.1,8.2,92.6,93.9,100.0
STU02234,Female,17,Some College,Standard,None,84.7,6.3,85.7,100.0,99.8
STU02235,Female,18,No Diploma,Standard,None,82.2,7.7,89.2,94.3,90.1
STU02236,Female,17,Bachelor's,Standard,None,91.6,7.1,97.2,100.0,
STU02237,Female,18,Bachelor's,Standard,None,78.9,5.4,87.0,89.1,90.3
STU02238,Male,18,High School,Standard,Completed,68.3,3.2,80.7,80.0,83.9
STU02239,Male,16,Master's,Free/Reduced,None,74.6,6.0,78.0,91.7,92.9
STU02240,Male,19,Bachelor's,Free/Reduced,None,100.0,8.9,100.0,100.0,100.0
STU02241,Female,15,Some College,Free/Reduced,None,77.4,7.7,82.3,85.3,80.4
STU02242,Male,19,Some College,Free/Reduced,Completed,92.4,8.2,99.7,100.0,89.2
STU02243,Female,18,Master's,Standard,Completed,63.6,0.4,100.0,,87.8
STU02244,Female,18,High School,Standard,None,84.8,0.1,78.6,83.3,83.9
STU02245,Female,19,High School,Free/Reduced,Completed,61.6,3.8,74.2,77.5,78.6
STU02246,Female,18,High School,Standard,Completed,80.8,6.2,90.1,89.0,86.5
STU02247,Male,17,Bachelor's,Free/Reduced,Completed,71.1,4.1,73.7,86.0,83.1
STU02248,Female,18,Some College,Standard,None,68.9,4.5,72.4,67.6,77.1
STU02249,Female,19,Bachelor's,Standard,None,67.5,1.3,90.9,90.9,78.9
STU02250,Male,19,High School,Standard,None,77.4,3.5,81.7,85.8,87.0
STU02251,Male,19,Bachelor's,Standard,Completed,57.2,2.8,77.2,71.6,73.9
STU02252,Female,16,Bachelor's,Standard,Completed,62.7,2.9,90.3,92.8,87.0
STU02253,Female,16,Some College,Standard,Completed,81.1,3.2,94.4,91.8,97.7
STU02254,Female,16,Bachelor's,Standard,None,59.0,2.3,81.2,78.1,84.3
STU02255,Female,16,High School,Standard,None,61.7,0.0,67.7,69.2,72.1
STU02256,Female,16,Bachelor's,Standard,None,100.0,8.5,100.0,100.0,100.0
STU02257,Female,16,No Diploma,Free/Reduced,None,98.9,4.7,79.3,80.4,83.2
STU02258,Male,16,Some College,Standard,None,70.0,3.3,78.1,85.8,82.6
STU02259,Male,19,Master's,Standard,None,,4.6,99.4,92.2,95.0
STU02260,Male,15,Master's,Standard,Completed,70.1,5.8,96.6,100.0,94.9
STU02261,Female,16,High School,Free/Reduced,None,70.6,5.3,72.8,79.8,74.6
STU02262,Female,19,Some College,Standard,Completed,42.4,3.2,62.9,79.6,75.2
STU02263,Female,15,No Diploma,Free/Reduced,Completed,,7.5,100.0,100.0,100.0
STU02264,Male,16,Bachelor's,Standard,None,,3.5,78.0,78.2,84.4
STU02265,Female,15,Some College,Standard,None,88.9,4.4,78.7,84.3,78.5
STU02266,Female,15,Some College,Standard,Completed,86.4,9.3,100.0,100.0,100.0
STU02267,Female,17,High School,Standard,Completed,77.6,10.1,100.0,100.0,100.0
STU02268,Female,18,Master's,Standard,None,74.2,7.9,,99.3,97.1
STU02269,Male,17,Some College,Free/Reduced,None,79.6,3.3,82.6,83.3,81.8
STU02270,Female,15,High School,Standard,Completed,97.6,3.9,100.0,100.0,100.0
STU02271,Male,19,Some College,Free/Reduced,None,80.3,3.1,57.0,69.8,75.5
STU02272,Male,16,High School,Free/Reduced,None,100.0,4.4,98.4,99.7,89.5
STU02273,Female,18,Bachelor's,Free/Reduced,Completed,70.7,6.3,98.1,97.2,100.0
STU02274,Female,16,Master's,Standard,Completed,62.1,0.3,80.9,91.5,87.1
STU02275,Female,19,Bachelor's,Free/Reduced,None,68.9,2.4,72.5,74.7,71.4
STU02276,Female,18,Some College,Standard,Completed,78.1,5.3,100.0,100.0,100.0
STU02277,Female,17,Bachelor's,Standard,Completed,96.7,4.8,91.2,95.5,99.8
STU02278,Female,15,Some College,Free/Reduced,Completed,74.2,3.9,89.6,85.3,81.0
STU02279,Female,19,High School,Standard,None,62.5,1.5,68.6,69.5,66.0
STU02280,Male,15,Master's,Free/Reduced,None,80.2,3.5,89.1,84.6,84.7
STU02281,Male,15,High School,Standard,None,94.7,3.8,90.3,83.9,86.6
STU02282,Male,16,High School,Standard,None,79.9,1.7,90.3,85.0,92.4
STU02283,Male,19,Master's,Standard,Completed,82.4,2.9,81.7,83.8,86.6
STU02284,Male,15,High School,Standard,Completed,79.7,4.5,64.3,75.6,69.7
STU02285,Male,17,Bachelor's,Standard,Completed,77.5,6.2,89.2,95.7,90.5
STU02286,Male,18,Master's,Standard,None,100.0,7.3,100.0,100.0,100.0
STU02287,Female,19,Some College,Free/Reduced,Completed,95.8,2.4,100.0,100.0,99.4
STU02288,Male,16,No Diploma,Free/Reduced,None,100.0,4.1,83.2,92.4,88.9
